Full Name,Date of Birth,Country,State,Religion,Caste,Family Income,School Name,10th Percentage,Higher Education,12th Percentage,Diploma Percentage,Graduation Percentage,Course Type,University,Institution State,Tuition Fee,Exam Fee,Living Type,Hostel Fee,Travel Fee,Father's Name,Mother's Name,Bank Name,Branch Name,Credit Score
Rupa Mishra,2005-02-17,India,Telangana,Christian,SC,1171716,Hyderabad Public School,61,Diploma,,76.0,,Engineering,mrecw,Telangana,63409,9937,Day Scholar,0,5178,Ishwar,Ishita,RBL Bank,Hyderabad,755
Kian Doctor,2000-12-05,India,Telangana,Sikh,General,785323,Sri Chaitanya,95,Diploma,,87.0,,Engineering,BITS Pilani Hyderabad,Telangana,186191,1467,Hosteller,33376,0,Warinder,Warda,IDFC FIRST Bank,Hyderabad,779
sri Bose,2004-07-13,India,Telangana,Muslim,General,235310,Sri Chaitanya,66,Graduation,,,76.0,Vocational Training,Osmania University,Telangana,287494,6090,Day Scholar,0,4255,Ekbal,Lila,Axis Bank,Hyderabad,693
Reyansh Parekh,1999-09-28,India,Telangana,Sikh,SC,568312,Oakridge International School,91,Diploma,,50.0,,MBA,BITS Pilani Hyderabad,Telangana,201638,1326,Day Scholar,0,6365,Rohan,Abha,Union Bank of India,Hyderabad,745
Reyansh Nadig,2000-07-11,India,Telangana,Other,ST,555758,Delhi Public School,84,Graduation,,,84.0,PhD,University of Hyderabad,Telangana,170077,9723,Day Scholar,0,8277,Anay,Jyoti,State Bank of India,Hyderabad,752
Aaditya Sarna,2004-01-25,India,Telangana,Christian,General,737285,Oakridge International School,75,Graduation,,,56.0,Vocational Training,Jawaharlal Nehru Technological University,Telangana,111129,5038,Day Scholar,0,4417,Kalpit,Aashi,HDFC Bank,Hyderabad,838
Vivaan Bava,2000-09-20,India,Telangana,Hindu,OBC,268967,Narayana,86,12th,63.0,,,Vocational Training,ICFAI Business School,Telangana,188003,4508,Day Scholar,0,2276,Ronith,Lajita,Punjab National Bank,Hyderabad,788
Riya Balakrishnan,1999-04-22,India,Telangana,Other,ST,1016532,Delhi Public School,66,Graduation,,,57.0,Arts,ICFAI Business School,Telangana,88259,8755,Hosteller,22588,0,Vivaan,Lavanya,Bank of India,Hyderabad,737
Shreya Sachdev,2000-10-16,India,Telangana,Muslim,General,292880,Sri Chaitanya,84,12th,94.0,,,Medical,BITS Pilani Hyderabad,Telangana,199374,2465,Hosteller,24395,0,Lohit,Yamini,Bank of India,Hyderabad,802
Shreya Vasa,2001-02-19,India,Telangana,Christian,Other,658271,Narayana,92,Graduation,,,50.0,Law,Osmania University,Telangana,111054,2876,Day Scholar,0,4033,Vedant,Harita,RBL Bank,Hyderabad,608
Priya Edwin,2004-09-18,India,Telangana,Christian,Other,234137,Sri Chaitanya,65,Graduation,,,71.0,PhD,mrecw,Telangana,235201,8391,Hosteller,11468,0,Nathan,Osha,Bajaj Finserv,Hyderabad,834
Aaditya Devi,2000-03-29,India,Telangana,Christian,ST,797257,Bhavans,73,Graduation,,,57.0,Medical,Osmania University,Telangana,246516,4327,Day Scholar,0,6636,Caleb,Yachana,Kotak Mahindra Bank,Hyderabad,645
Saanvi Palla,2006-03-31,India,Telangana,Sikh,ST,834267,Delhi Public School,89,Graduation,,,66.0,MBA,University of Hyderabad,Telangana,246178,3220,Hosteller,21183,0,Yug,Janani,RBL Bank,Hyderabad,639
Vihaan Rajan,2007-01-15,India,Telangana,Muslim,Other,61633,Delhi Public School,66,Graduation,,,60.0,Engineering,Osmania University,Telangana,294716,5234,Hosteller,14632,0,Samesh,Darika,RBL Bank,Hyderabad,762
Ayaan Seth,2006-06-20,India,Telangana,Christian,Other,618864,Narayana,63,12th,69.0,,,Arts,mrecw,Telangana,108857,4511,Day Scholar,0,7943,Isaac,Gaurangi,Union Bank of India,Hyderabad,725
Aarav Hegde,2000-05-21,India,Telangana,Muslim,Other,985440,Delhi Public School,91,Diploma,,57.0,,Medical,mrecw,Telangana,175365,8977,Day Scholar,0,2489,Hemang,Bhavini,Axis Bank,Hyderabad,703
Shreya Sridhar,2001-02-20,India,Telangana,Other,SC,905390,Bhavans,77,12th,64.0,,,Engineering,Osmania University,Telangana,151525,5059,Hosteller,48183,0,William,Urmi,Bajaj Finserv,Hyderabad,744
Saanvi Bhalla,2006-12-03,India,Telangana,Christian,ST,1042073,Narayana,86,12th,74.0,,,Medical,mrecw,Telangana,152562,1717,Hosteller,16777,0,Maanav,Wakeeta,Bank of India,Hyderabad,674
Aarav Kara,2006-01-29,India,Telangana,Muslim,ST,331249,Sri Chaitanya,66,Diploma,,67.0,,Medical,Osmania University,Telangana,279532,3988,Hosteller,11551,0,Warinder,Yashodhara,RBL Bank,Hyderabad,736
Raj Bedi,2001-06-27,India,Telangana,Muslim,Other,710513,Hyderabad Public School,65,12th,60.0,,,Law,BITS Pilani Hyderabad,Telangana,97280,3320,Day Scholar,0,8558,Noah,Divya,Bajaj Finserv,Hyderabad,738
Aarav Ben,1999-08-02,India,Telangana,Hindu,General,984148,Delhi Public School,92,Graduation,,,69.0,Law,ICFAI Business School,Telangana,97090,4916,Hosteller,37485,0,Faraj,Udyati,ICICI Bank,Hyderabad,816
Vihaan Gour,2000-01-22,India,Telangana,Sikh,General,458680,Delhi Public School,66,Graduation,,,66.0,MBA,BITS Pilani Hyderabad,Telangana,210088,1574,Hosteller,22739,0,Aayush,Rachita,Punjab National Bank,Hyderabad,641
Rupa Shetty,2005-05-08,India,Telangana,Sikh,General,518578,Narayana,72,Diploma,,76.0,,Medical,University of Hyderabad,Telangana,228488,3044,Day Scholar,0,3087,Fariq,Advika,HDFC Bank,Hyderabad,761
Isha More,2004-01-17,India,Telangana,Sikh,SC,1053188,Narayana,67,Graduation,,,81.0,Engineering,ICFAI Business School,Telangana,204023,4821,Day Scholar,0,3211,Vincent,Janani,State Bank of India,Hyderabad,681
Rupa Golla,2000-01-27,India,Telangana,Hindu,ST,639384,Oakridge International School,95,Diploma,,57.0,,Arts,BITS Pilani Hyderabad,Telangana,135228,9542,Day Scholar,0,7483,Jairaj,Anita,Union Bank of India,Hyderabad,649
sri Sridhar,2002-01-27,India,Telangana,Other,ST,750889,Hyderabad Public School,78,12th,95.0,,,Arts,Jawaharlal Nehru Technological University,Telangana,291189,8750,Day Scholar,0,2204,Maanav,Osha,Kotak Mahindra Bank,Hyderabad,694
Ishaan Sawhney,2003-01-18,India,Telangana,Sikh,OBC,1057721,Oakridge International School,78,Diploma,,76.0,,PhD,BITS Pilani Hyderabad,Telangana,244827,7361,Day Scholar,0,6780,Arjun,Warda,HDFC Bank,Hyderabad,734
Ishaan Parmer,2006-03-15,India,Telangana,Hindu,General,260011,Oakridge International School,93,12th,63.0,,,Vocational Training,University of Hyderabad,Telangana,233609,6485,Day Scholar,0,6425,Daksh,Chandani,Bajaj Finserv,Hyderabad,801
Priya Sathe,2003-10-21,India,Telangana,Hindu,ST,630814,Narayana,79,12th,78.0,,,Engineering,Osmania University,Telangana,239620,4680,Hosteller,23517,0,Gunbir,Kamala,Kotak Mahindra Bank,Hyderabad,781
Aditya Gola,2000-01-29,India,Telangana,Hindu,ST,388475,Oakridge International School,84,12th,77.0,,,Vocational Training,BITS Pilani Hyderabad,Telangana,119989,5020,Day Scholar,0,6777,Ekavir,Omya,RBL Bank,Hyderabad,628
Kian Mand,1999-07-15,India,Telangana,Muslim,SC,1155331,Oakridge International School,71,Graduation,,,79.0,Engineering,Jawaharlal Nehru Technological University,Telangana,50639,2373,Day Scholar,0,3558,Chatura,Chaman,Union Bank of India,Hyderabad,831
Aanya Luthra,2003-05-12,India,Telangana,Hindu,General,674667,Bhavans,63,12th,88.0,,,Medical,University of Hyderabad,Telangana,111072,1132,Day Scholar,0,2983,Orinder,Mohini,Bank of Baroda,Hyderabad,761
Isha Hans,2001-02-19,India,Telangana,Christian,ST,946334,Hyderabad Public School,64,12th,92.0,,,PhD,Jawaharlal Nehru Technological University,Telangana,160439,8608,Day Scholar,0,9883,Tristan,Lavanya,Bank of Baroda,Hyderabad,828
Kian Bhatnagar,2000-06-22,India,Telangana,Sikh,ST,1057628,Narayana,73,12th,77.0,,,MBA,Jawaharlal Nehru Technological University,Telangana,177153,2392,Day Scholar,0,9164,Vincent,Bhavini,Kotak Mahindra Bank,Hyderabad,806
Sanya Ray,2006-02-06,India,Telangana,Sikh,ST,396814,Narayana,70,Diploma,,63.0,,Arts,Jawaharlal Nehru Technological University,Telangana,207091,3465,Hosteller,41307,0,Samarth,Pallavi,Canara Bank,Hyderabad,813
Ishaan Sastry,2005-06-22,India,Telangana,Christian,OBC,108999,Oakridge International School,76,12th,65.0,,,Vocational Training,mrecw,Telangana,181803,5510,Day Scholar,0,7675,Girindra,Chaaya,Federal Bank,Hyderabad,649
Meera Mallick,2003-12-28,India,Telangana,Sikh,General,1198587,Narayana,76,Diploma,,72.0,,Law,ICFAI Business School,Telangana,115924,4253,Day Scholar,0,7845,Gaurang,Krisha,ICICI Bank,Hyderabad,796
Rupa Subramanian,2000-07-31,India,Telangana,Sikh,OBC,190977,Bhavans,69,12th,70.0,,,Medical,Osmania University,Telangana,122214,1708,Day Scholar,0,4292,Zehaan,Chaman,HDFC Bank,Hyderabad,815
Riya Ram,2000-09-18,India,Telangana,Other,General,263318,Oakridge International School,71,12th,87.0,,,MBA,University of Hyderabad,Telangana,248245,8426,Day Scholar,0,8002,Luke,Triya,Kotak Mahindra Bank,Hyderabad,734
Aarav Rajan,2004-08-10,India,Telangana,Muslim,SC,226538,Narayana,62,Graduation,,,57.0,MBA,BITS Pilani Hyderabad,Telangana,255614,8336,Hosteller,10145,0,Samuel,Nandini,State Bank of India,Hyderabad,838
Ananya Varma,2006-08-17,India,Telangana,Muslim,SC,543154,Hyderabad Public School,85,12th,79.0,,,MBA,University of Hyderabad,Telangana,91032,6249,Day Scholar,0,5404,Hritik,Zaitra,State Bank of India,Hyderabad,670
Ishaan Pall,2000-04-23,India,Telangana,Muslim,Other,230622,Oakridge International School,63,Diploma,,52.0,,Arts,ICFAI Business School,Telangana,116375,2506,Day Scholar,0,7568,Udant,Gaurika,Federal Bank,Hyderabad,682
Saanvi Khare,1999-10-28,India,Telangana,Hindu,OBC,180234,Delhi Public School,83,Graduation,,,83.0,Arts,Osmania University,Telangana,263118,4562,Hosteller,16611,0,Tanish,Bhavika,Bank of Baroda,Hyderabad,801
Shreya Khatri,2001-08-26,India,Telangana,Christian,OBC,1039101,Delhi Public School,83,Graduation,,,58.0,Medical,Osmania University,Telangana,188303,4912,Hosteller,36933,0,Gopal,Wishi,Axis Bank,Hyderabad,734
Riya Memon,2005-10-11,India,Telangana,Other,SC,873186,Bhavans,90,12th,84.0,,,Arts,Jawaharlal Nehru Technological University,Telangana,87036,8633,Hosteller,38973,0,Anmol,Abha,ICICI Bank,Hyderabad,849
Aarav Khosla,2000-11-17,India,Telangana,Muslim,ST,76651,Delhi Public School,74,12th,62.0,,,Medical,mrecw,Telangana,174381,7135,Hosteller,42741,0,Girik,Gautami,Axis Bank,Hyderabad,702
Vihaan Pathak,2004-08-11,India,Telangana,Muslim,General,253362,Oakridge International School,68,12th,73.0,,,MBA,ICFAI Business School,Telangana,171590,1643,Hosteller,33108,0,Chandran,Mekhala,Punjab National Bank,Hyderabad,832
Isha Balakrishnan,2000-10-09,India,Telangana,Other,General,971923,Hyderabad Public School,70,Diploma,,86.0,,MBA,University of Hyderabad,Telangana,263687,9317,Hosteller,38414,0,Aarnav,Dalaja,Kotak Mahindra Bank,Hyderabad,632
Meera Patla,2001-03-05,India,Telangana,Christian,Other,132801,Bhavans,79,12th,66.0,,,Vocational Training,mrecw,Telangana,138854,9076,Hosteller,46074,0,Ryan,Bhavna,State Bank of India,Hyderabad,818
Sanya Kari,2002-12-19,India,Telangana,Christian,OBC,174946,Delhi Public School,91,Diploma,,66.0,,MBA,BITS Pilani Hyderabad,Telangana,80516,2771,Hosteller,20228,0,Neel,Reva,Bank of Baroda,Hyderabad,776
Ananya Bhatia,2007-02-22,India,Telangana,Christian,OBC,355190,Delhi Public School,60,12th,69.0,,,Medical,mrecw,Telangana,191571,8339,Hosteller,26288,0,Baljiwan,Amruta,RBL Bank,Hyderabad,637
Kian Palla,2006-09-12,India,Telangana,Sikh,Other,989339,Delhi Public School,63,12th,94.0,,,Engineering,Osmania University,Telangana,82602,3173,Hosteller,23875,0,Bakhshi,Jeevika,Federal Bank,Hyderabad,804
Arjun Dave,2002-04-05,India,Telangana,Muslim,Other,878899,Sri Chaitanya,91,12th,81.0,,,Vocational Training,Jawaharlal Nehru Technological University,Telangana,225817,7734,Hosteller,39666,0,Ekansh,Bhavini,Axis Bank,Hyderabad,793
Riya Master,2004-10-04,India,Telangana,Muslim,Other,485679,Delhi Public School,73,12th,78.0,,,Medical,mrecw,Telangana,109270,6288,Day Scholar,0,4166,Orinder,Ekaja,ICICI Bank,Hyderabad,783
Isha Basak,2001-12-13,India,Telangana,Sikh,OBC,51235,Narayana,81,Diploma,,77.0,,Arts,University of Hyderabad,Telangana,192490,9650,Day Scholar,0,8016,Jeremiah,Anita,Bank of Baroda,Hyderabad,621
Rupa Ganesan,2004-08-05,India,Telangana,Other,General,148868,Delhi Public School,68,Graduation,,,54.0,PhD,Jawaharlal Nehru Technological University,Telangana,226449,2260,Hosteller,49146,0,Frederick,Irya,Kotak Mahindra Bank,Hyderabad,603
Meera Vasa,2002-06-02,India,Telangana,Christian,OBC,174276,Hyderabad Public School,89,Graduation,,,55.0,Vocational Training,Osmania University,Telangana,70067,7090,Hosteller,34927,0,Jacob,Tripti,Federal Bank,Hyderabad,800
Priya Thakkar,2004-05-30,India,Telangana,Muslim,Other,138132,Hyderabad Public School,87,12th,75.0,,,Medical,ICFAI Business School,Telangana,209495,1464,Day Scholar,0,7718,Gautam,Udyati,HDFC Bank,Hyderabad,622
Rupa Viswanathan,2005-03-10,India,Telangana,Sikh,SC,687114,Bhavans,90,Graduation,,,83.0,Engineering,Osmania University,Telangana,144932,4781,Day Scholar,0,9673,Parth,Dayamai,Bank of India,Hyderabad,774
Aanya Kapoor,2000-02-18,India,Telangana,Other,OBC,1067614,Bhavans,73,Diploma,,72.0,,Engineering,mrecw,Telangana,203625,9589,Hosteller,44431,0,Onkar,Avni,State Bank of India,Hyderabad,766
Arjun Iyer,2001-12-31,India,Telangana,Other,ST,1180569,Sri Chaitanya,70,Graduation,,,90.0,Vocational Training,University of Hyderabad,Telangana,249451,3540,Hosteller,17151,0,Simon,Nitara,Bank of India,Hyderabad,643
Nisha Kothari,2000-07-11,India,Telangana,Sikh,SC,545919,Delhi Public School,68,Graduation,,,80.0,Law,Osmania University,Telangana,221526,5728,Hosteller,46760,0,Girik,Meghana,Kotak Mahindra Bank,Hyderabad,646
Kian Khatri,2001-09-27,India,Telangana,Hindu,Other,855209,Sri Chaitanya,82,12th,95.0,,,Engineering,Osmania University,Telangana,243181,8497,Hosteller,18576,0,Fiyaz,Saanvi,HDFC Bank,Hyderabad,690
Arjun Tella,2002-08-10,India,Telangana,Sikh,General,852142,Narayana,88,Graduation,,,63.0,Vocational Training,BITS Pilani Hyderabad,Telangana,65036,9954,Hosteller,13110,0,Faras,Saanvi,Canara Bank,Hyderabad,802
Priya Mani,2004-04-23,India,Telangana,Sikh,General,1072735,Delhi Public School,94,12th,63.0,,,PhD,Jawaharlal Nehru Technological University,Telangana,207614,2030,Day Scholar,0,9398,Girish,Kamya,Bajaj Finserv,Hyderabad,665
Nisha Halder,2006-01-02,India,Telangana,Muslim,OBC,1156342,Delhi Public School,88,Diploma,,62.0,,MBA,Jawaharlal Nehru Technological University,Telangana,156020,3953,Day Scholar,0,8090,Rayaan,Yutika,HDFC Bank,Hyderabad,660
Shreya Hayer,2002-06-16,India,Telangana,Hindu,ST,677734,Hyderabad Public School,82,12th,90.0,,,Vocational Training,ICFAI Business School,Telangana,226817,2259,Day Scholar,0,2041,Amol,Vrinda,Union Bank of India,Hyderabad,640
Ayaan Raja,2001-04-23,India,Telangana,Christian,ST,1052209,Sri Chaitanya,81,12th,77.0,,,Medical,ICFAI Business School,Telangana,96878,3690,Hosteller,32334,0,Ronith,Reva,State Bank of India,Hyderabad,811
sri Kannan,2006-12-26,India,Telangana,Muslim,General,942691,Narayana,82,Graduation,,,59.0,Law,Osmania University,Telangana,121004,2831,Day Scholar,0,6638,Jackson,Hemani,Axis Bank,Hyderabad,638
Reyansh Kakar,2001-11-06,India,Telangana,Hindu,Other,457546,Hyderabad Public School,70,Graduation,,,74.0,Arts,mrecw,Telangana,70420,4626,Hosteller,44467,0,Hemang,Abha,Kotak Mahindra Bank,Hyderabad,746
Ayaan Dyal,1999-07-04,India,Telangana,Other,SC,758653,Hyderabad Public School,72,Diploma,,70.0,,Vocational Training,mrecw,Telangana,262438,3959,Hosteller,19098,0,Chandresh,Saumya,IDFC FIRST Bank,Hyderabad,744
Aditya Bhatt,1999-08-16,India,Telangana,Other,OBC,59043,Sri Chaitanya,66,Graduation,,,75.0,Engineering,University of Hyderabad,Telangana,183009,5476,Hosteller,40627,0,Lohit,Zilmil,State Bank of India,Hyderabad,779
Aaditya Salvi,2006-10-28,India,Telangana,Other,General,131847,Hyderabad Public School,63,Diploma,,53.0,,Engineering,Osmania University,Telangana,296427,7455,Day Scholar,0,5607,Ranbir,Raksha,IDFC FIRST Bank,Hyderabad,787
Vihaan Sur,2002-11-23,India,Telangana,Christian,Other,594601,Sri Chaitanya,64,Diploma,,83.0,,Arts,ICFAI Business School,Telangana,272643,7336,Day Scholar,0,8867,Sarthak,Zilmil,ICICI Bank,Hyderabad,847
Saanvi Venkataraman,2006-01-25,India,Telangana,Hindu,Other,898403,Narayana,78,Graduation,,,56.0,Engineering,Osmania University,Telangana,217851,6729,Hosteller,22633,0,Isaac,Gauri,Federal Bank,Hyderabad,636
Aditya Sarma,2003-08-03,India,Telangana,Sikh,Other,1106203,Bhavans,94,12th,76.0,,,Medical,ICFAI Business School,Telangana,274533,2139,Hosteller,18773,0,Vihaan,Urvashi,IDFC FIRST Bank,Hyderabad,777
Saanvi Prasad,2007-02-09,India,Telangana,Sikh,ST,331164,Bhavans,66,12th,91.0,,,Medical,mrecw,Telangana,223126,1345,Hosteller,47245,0,Gautam,Riya,ICICI Bank,Hyderabad,836
Aarav Mandal,2003-07-12,India,Telangana,Other,ST,934796,Delhi Public School,83,Graduation,,,55.0,Law,Osmania University,Telangana,85042,3393,Hosteller,14174,0,Siddharth,Lipika,Axis Bank,Hyderabad,654
Riya Deshpande,2005-09-02,India,Telangana,Sikh,ST,497529,Bhavans,94,12th,77.0,,,Vocational Training,ICFAI Business School,Telangana,64457,1557,Day Scholar,0,7436,Maanas,Aadhya,Kotak Mahindra Bank,Hyderabad,762
Vivaan Kanda,1999-03-15,India,Telangana,Christian,SC,995399,Delhi Public School,88,Graduation,,,86.0,Arts,University of Hyderabad,Telangana,150449,9235,Day Scholar,0,8769,Ekansh,Aarini,Axis Bank,Hyderabad,712
Priya Suri,2005-08-18,India,Telangana,Hindu,General,526932,Sri Chaitanya,83,Diploma,,60.0,,PhD,Jawaharlal Nehru Technological University,Telangana,178398,3698,Hosteller,41482,0,Zaid,Warda,Punjab National Bank,Hyderabad,646
Rupa Saha,2004-05-18,India,Telangana,Hindu,Other,416543,Sri Chaitanya,69,Graduation,,,69.0,PhD,mrecw,Telangana,254042,8807,Day Scholar,0,4001,Nicholas,Damini,IDFC FIRST Bank,Hyderabad,722
Priya Subramanian,2004-04-14,India,Telangana,Hindu,SC,1048539,Delhi Public School,65,12th,68.0,,,Vocational Training,Jawaharlal Nehru Technological University,Telangana,173933,1006,Day Scholar,0,4938,Balhaar,Xalak,State Bank of India,Hyderabad,734
Aaditya Loyal,2003-06-29,India,Telangana,Christian,General,1150716,Oakridge International School,87,Graduation,,,50.0,PhD,ICFAI Business School,Telangana,243907,5347,Hosteller,22141,0,Azaan,Lakshmi,Axis Bank,Hyderabad,736
Rupa Tailor,1999-04-10,India,Telangana,Muslim,OBC,951477,Bhavans,72,12th,86.0,,,Engineering,University of Hyderabad,Telangana,140572,8286,Hosteller,28080,0,Elijah,Eshana,IDFC FIRST Bank,Hyderabad,669
Rupa Sem,2000-12-16,India,Telangana,Sikh,Other,815495,Sri Chaitanya,89,12th,66.0,,,Medical,University of Hyderabad,Telangana,237520,7506,Hosteller,10507,0,Maanav,Tamanna,Union Bank of India,Hyderabad,764
Shreya Soman,2005-09-15,India,Telangana,Other,General,1192359,Narayana,70,12th,70.0,,,Law,University of Hyderabad,Telangana,138301,6528,Day Scholar,0,3957,Chatresh,Keya,HDFC Bank,Hyderabad,741
Aanya Dhaliwal,2006-08-19,India,Telangana,Sikh,Other,480052,Delhi Public School,85,Diploma,,59.0,,Medical,Osmania University,Telangana,170153,3350,Hosteller,28710,0,Farhan,Lajita,Kotak Mahindra Bank,Hyderabad,825
Reyansh Dugar,2003-06-27,India,Telangana,Other,OBC,218926,Delhi Public School,68,Graduation,,,55.0,Medical,mrecw,Telangana,227120,5371,Hosteller,40833,0,Jagdish,Gayathri,Federal Bank,Hyderabad,789
Arjun Majumdar,2003-02-21,India,Telangana,Christian,SC,808068,Oakridge International School,63,Graduation,,,76.0,MBA,BITS Pilani Hyderabad,Telangana,110243,9013,Day Scholar,0,6330,Hredhaan,Vrishti,ICICI Bank,Hyderabad,700
Aanya Deo,2002-09-21,India,Telangana,Muslim,OBC,73245,Sri Chaitanya,68,12th,66.0,,,Vocational Training,BITS Pilani Hyderabad,Telangana,228827,8053,Day Scholar,0,2372,Aditya,Sanya,ICICI Bank,Hyderabad,768
Shreya Iyengar,1999-03-12,India,Telangana,Christian,OBC,243452,Delhi Public School,68,Diploma,,72.0,,MBA,BITS Pilani Hyderabad,Telangana,86009,1876,Day Scholar,0,7826,Zayan,Mohini,Axis Bank,Hyderabad,817
Shreya Sidhu,2002-06-09,India,Telangana,Sikh,SC,596889,Bhavans,75,Diploma,,87.0,,Engineering,mrecw,Telangana,132559,4636,Day Scholar,0,3707,Jeet,Krisha,Axis Bank,Hyderabad,659
Reyansh Keer,2004-10-21,India,Telangana,Sikh,SC,59592,Bhavans,72,Diploma,,87.0,,PhD,Jawaharlal Nehru Technological University,Telangana,152395,1127,Day Scholar,0,8123,Chanakya,Ira,IDFC FIRST Bank,Hyderabad,766
Aaditya Rai,2000-09-24,India,Telangana,Christian,SC,876756,Narayana,83,12th,88.0,,,PhD,Jawaharlal Nehru Technological University,Telangana,247427,5480,Hosteller,41818,0,Girish,Mohini,Bank of India,Hyderabad,701
Aarav Ratta,1999-03-31,India,Telangana,Muslim,General,970264,Narayana,87,12th,89.0,,,Medical,mrecw,Telangana,196509,2948,Hosteller,35623,0,Teerth,Triveni,HDFC Bank,Hyderabad,678
sri Sur,2005-08-27,India,Telangana,Sikh,ST,1147961,Sri Chaitanya,94,Diploma,,53.0,,PhD,University of Hyderabad,Telangana,93507,4083,Hosteller,24995,0,Luke,Yasti,Bajaj Finserv,Hyderabad,678
Ananya Chowdhury,2001-11-05,India,Telangana,Muslim,ST,349249,Sri Chaitanya,91,Graduation,,,85.0,Arts,mrecw,Telangana,223582,2350,Day Scholar,0,7042,Tarak,Pavani,Bank of Baroda,Hyderabad,797
Arjun Mukherjee,2003-07-15,India,Telangana,Sikh,SC,265569,Oakridge International School,85,Graduation,,,80.0,PhD,Osmania University,Telangana,207990,5025,Day Scholar,0,7934,Maanav,Waida,Union Bank of India,Hyderabad,607
Ishaan Mane,2003-12-18,India,Telangana,Other,ST,426896,Delhi Public School,70,Diploma,,55.0,,Arts,University of Hyderabad,Telangana,164138,9032,Day Scholar,0,2225,Arjun,Chasmum,Punjab National Bank,Hyderabad,768
